locus	lg	pos
Soc785	17	25.379
Soc1124	17	41.385
Contig_1525	17	50.202
Soc431	18	48.320
Contig_46578	18	1.326
Contig_9756	18	12.505
Contig_35477	18	8.391
Soc668	18	3.193
Contig_3776	18	3.815
Contig_3750	18	48.320
Contig_35109	18	3.815
Contig_59127	18	48.945
Contig_58982	18	47.695
Contig_27273	18	3.815
Contig_18425	18	63.017
Contig_45335	18	65.311
Contig_78791	18	11.006
Contig_615	18	35.034
Contig_46859	18	28.623
Soc443	18	63.642
Contig_32460	18	1.318
Contig_26953	18	3.535
Contig_51656	18	61.126
Contig_15142	18	47.695
Contig_2705	18	64.267
Soc581	18	61.126
Contig_106699	18	2.568
Soc650	18	60.501
Contig_9408	18	3.815
Contig_7879	18	34.639
Soc703	18	3.193
Contig_2075	18	5.081
Contig_44732	18	48.320
Contig_16218	18	67.424
Contig_23346	18	64.267
Soc661	18	34.413
Contig_45388	18	63.642
Contig_29312	18	34.526
Contig_5761	18	14.772
Contig_14430	18	28.623
Contig_44761	18	59.868
Contig_14776	18	41.814
Soc710	18	14.772
Soc629	18	41.802
Contig_15311	18	64.267
Contig_41729	18	57.985
Contig_14829	18	0.000
Contig_326	18	50.465
Contig_5448	18	59.235
Soc666	18	6.347
Contig_54367	18	3.193
Contig_21531	18	2.568
Contig_48749	18	1.326
Contig_4542	18	16.908
Contig_3304	18	47.695
Contig_920	18	30.530
Contig_17347	18	3.815
Contig_9341	18	52.799
Contig_26837	18	52.799
Contig_7130	18	34.413
Contig_46609	18	21.320
Contig_68236	18	63.330
Soc1127	18	67.424
Contig_8544	18	3.815
Contig_28406	18	1.903
Contig_62904	18	52.799
Soc567	18	3.815
Contig_28954	18	54.513
Mmi11	18	6.972
Contig_24552	18	57.985
Soc667	18	21.320
Contig_25308	18	47.695
Contig_10741	19	40.582
Soc1051	19	29.340
Contig_28057	19	43.099
Contig_7330	19	30.590
Contig_24694	19	13.445
Contig_9368	19	20.356
Soc535	19	67.734
Soc439	19	41.832
Contig_868	19	59.949
Contig_18995	19	36.566
Contig_13528	19	36.566
Contig_77715	19	36.566
Contig_12814	19	41.207
Contig_73761	19	24.279
Contig_9029	19	15.543
Contig_22761	19	14.711
Contig_40155	19	47.018
Soc669	19	28.090
Soc929	19	63.869
Contig_14963	19	18.478
Contig_30416	19	17.227
Soc1025	19	29.027
Soc529	19	74.369
Contig_16115	19	33.815
Contig_6709	19	20.356
Contig_35583	19	17.853
Contig_100319	19	50.472
Contig_15702	19	4.475
Contig_89815	19	52.784
Contig_100848	19	55.466
Soc1032	19	41.207
Contig_22644	19	47.018
Contig_10399	19	19.417
Contig_91244	19	14.711
Contig_104612	19	14.711
Contig_224	19	69.626
Contig_37515	19	39.316
Soc897	19	17.227
Soc1081	19	54.050
Contig_40856	19	12.820
Soc547	19	28.715
Contig_73336	19	65.135
Contig_75005	19	24.279
Soc1006	19	52.784
Dla01	19	24.279
Soc1002	19	63.556
Contig_41232	19	26.184
Soc884	19	7.635
Contig_14569	19	7.947
Contig_18349	19	69.001
Contig_15294	19	1.250
Soc569	19	43.099
Contig_3237	19	0.000
Contig_60456	19	8.260
Contig_24248	19	8.260
Contig_91727	19	59.949
Contig_87980	19	29.027
Contig_11334	19	59.949
Contig_57705	19	52.784
Soc887	19	63.244
Soc919	19	12.820
Contig_2316	19	48.765
Contig_13270	19	66.435
Contig_460	19	17.853
Contig_29539	19	14.711
Contig_17649	19	17.227
Soc965	19	55.466
Contig_40875	20	39.429
Contig_68053	20	6.311
Contig_14312	20	51.798
Contig_19553	20	11.055
Contig_49160	20	0.945
Contig_8178	20	28.497
Contig_40577	20	36.255
Soc1103	20	49.276
Contig_10558	20	44.352
Contig_54390	20	34.522
Contig_7678	20	2.512
Contig_45093	20	50.532
Contig_56915	20	23.949
Contig_23708	20	50.537
Contig_14434	20	14.921
Contig_5672	20	51.798
Contig_29780	20	58.196
Dla72	20	49.276
Contig_51605	20	11.055
Soc820	20	59.446
Contig_13137	20	11.055
Soc1071	20	13.655
Soc613	20	39.429
Contig_64508	20	29.766
Contig_50092	20	0.625
Soc916	20	44.352
Soc979	20	5.061
Contig_41910	20	6.311
Soc630	20	16.796
Contig_62439	20	5.686
Contig_32385	20	44.352
Soc729	20	27.247
Soc1111	20	55.664
Contig_52966	20	53.064
Contig_28906	20	8.683
Contig_9601	20	44.352
Contig_102860	20	49.904
Contig_17070	20	15.858
Contig_40234	20	27.247
Contig_53321	20	34.530
Contig_1275	20	19.312
Contig_58696	20	47.352
Contig_3091	20	58.196
Contig_12523	20	0.625
Contig_16802	20	29.766
Contig_17896	20	0.313
Contig_8141	20	47.352
Soc622	20	1.246
Soc559	20	27.872
Contig_41810	20	39.429
Contig_21790	20	19.312
Contig_20657	20	19.312
Soc935	20	11.055
Contig_30294	20	5.061
Contig_5080	20	38.651
Contig_22623	20	19.312
Contig_31074	20	31.055
Contig_12903	20	5.058
Contig_24219	20	0.000
Soc721	20	0.625
Contig_47600	20	36.255
Contig_62771	20	5.058
Contig_35695	20	25.598
Contig_518	20	50.537
Soc968	20	0.000
Contig_4067	20	56.914
Contig_26653	20	17.628
Contig_16876	20	11.055
Contig_68186	21	58.379
Soc761	21	0.000
Contig_31700	21	71.636
Contig_13582	21	4.222
Lcr04	21	11.590
Contig_50528	21	39.309
Soc619	21	5.045
Contig_13928	21	44.375
Contig_102672	21	4.420
Contig_18708	21	39.309
Contig_10874	21	47.516
Contig_19384	21	34.869
Contig_555	21	51.314
Contig_34	21	2.532
Contig_6605	21	63.840
Contig_87338	21	47.516
Contig_34845	21	41.233
Contig_57197	21	32.663
Contig_15944	21	66.907
Contig_1122	21	30.482
Soc807	21	14.993
Contig_72847	21	50.681
Soc680	21	60.615
Contig_20536	21	4.422
Contig_28773	21	3.798
Contig_3312	21	4.420
Soc1037	21	19.324
Contig_48862	21	33.766
Soc1052	21	16.136
Contig_4655	21	16.761
Soc832	21	30.482
Soc571	21	58.066
Contig_13434	21	48.782
Contig_2519	21	47.516
Contig_27565	21	13.850
Contig_38832	21	54.690
Soc635	21	3.798
Contig_32263	21	10.876
Contig_16447	21	61.240
Contig_18518	21	25.494
Contig_56266	21	5.045
Soc578	21	30.482
Contig_83064	21	2.532
Contig_45311	21	11.590
Contig_8360	21	27.298
Soc687	21	36.760
Soc1031	21	0.000
Soc642	21	61.240
Contig_44488	21	5.045
Contig_14336	21	2.532
Contig_45511	21	41.233
Soc1016	21	31.358
Contig_66113	21	3.798
Contig_34626	21	11.590
Soc644	21	58.691
Contig_8325	21	58.066
Contig_41732	21	50.048
Contig_5970	21	20.847
Soc542	22	62.158
Contig_33574	22	28.961
Contig_11074	22	52.520
Soc865	22	32.121
Contig_18736	22	7.996
Contig_7358	22	4.061
Contig_13445	22	1.574
Contig_75852	22	4.089
Contig_24251	22	31.079
Contig_23642	22	23.118
Contig_897	22	52.520
Contig_72831	22	7.996
Contig_44164	22	62.158
Contig_13615	22	8.630
Contig_61269	22	34.024
Contig_29800	22	1.574
Contig_10199	22	2.817
Contig_6679	22	0.000
Contig_64311	22	7.996
Contig_105112	22	8.621
Contig_23235	22	4.089
Contig_4049	22	57.634
Contig_92766	22	34.024
Contig_81717	22	41.961
Soc658	22	24.551
Contig_6646	22	7.260
Contig_24449	22	47.683
Contig_50330	22	6.028
Contig_51257	22	4.089
Soc544	22	16.009
Soc616	22	23.118
Contig_42579	22	35.992
Soc878	22	32.121
Contig_32866	22	18.350
Soc998	22	60.858
Contig_37162	22	54.444
Contig_46783	22	31.618
Contig_3822	22	7.996
Soc505	22	9.886
Contig_42946	22	8.313
Soc656	22	59.558
Contig_56697	22	47.015
Contig_10952	22	52.520
Contig_3575	22	28.961
Contig_19116	22	56.368
Contig_1924	22	41.961
Contig_18195	22	49.742
Soc781	22	67.357
Contig_21169	22	1.574
Contig_5439	22	1.574
Contig_2757	22	8.652
Contig_6405	22	11.931
Contig_60228	22	19.110
Contig_39355	22	8.621
Soc1012	23	7.274
Contig_40403	23	7.274
Contig_18481	23	14.836
Contig_6756	23	42.950
Soc588	23	31.759
Contig_13755	23	42.950
Contig_66981	23	12.320
Contig_26817	23	9.785
Contig_60333	23	53.406
Contig_15319	23	34.308
Contig_7814	23	52.140
Soc855	23	17.378
Contig_18314	23	17.378
Contig_25981	23	5.399
Contig_22353	23	53.406
Contig_63011	23	14.844
Lcr01	23	49.640
Contig_4872	23	44.885
Contig_24687	23	42.069
Contig_28881	23	50.890
Contig_60890	23	51.202
Contig_10459	23	28.315
Contig_8665	23	7.274
Contig_77361	23	52.773
Contig_22199	23	47.575
Contig_32828	23	7.274
Soc1117	23	38.657
Contig_9035	23	51.202
Contig_105628	23	50.890
Contig_16635	23	5.399
Contig_60539	23	0.000
Contig_17573	23	5.399
Contig_21588	23	0.231
Contig_72330	23	53.406
Soc590	23	49.640
Contig_53900	23	5.399
Contig_10439	23	30.505
Contig_5025	23	30.505
Contig_15857	23	29.846
Contig_5863	23	51.515
Soc521	23	9.788
Contig_7783	23	7.899
Contig_6230	23	1.072
Contig_28455	23	52.140
Soc522	23	11.054
Contig_16997	23	4.132
Soc527	23	9.064
Dla90	23	16.102
Contig_100730	23	47.575
Contig_11233	23	1.580
Contig_22060	23	14.211
Contig_66714	23	7.274
Contig_18025	23	2.208
Contig_4568	23	47.575
Contig_21115	23	5.399
Contig_10356	23	50.265
Contig_51819	23	4.766
Contig_1481	23	5.399
Soc1093	23	52.140
Contig_48425	23	13.586
Contig_1117	23	54.776
Contig_40908	23	30.505
Contig_25345	23	40.804
Contig_39193	23	5.399
Contig_5987	23	6.336
Soc627	23	53.406
Contig_20691	23	3.170
Contig_41456	24	59.988
Contig_38845	24	54.145
Contig_391	24	68.412
Contig_42054	24	72.201
Contig_5908	24	28.406
Soc974	24	0.000
Contig_58292	24	61.244
Contig_9819	24	66.482
Contig_42431	24	41.378
Contig_14121	24	31.532
Soc556	24	4.473
Contig_4821	24	51.332
Contig_3960	24	26.482
Contig_16974	24	7.073
Contig_42477	24	20.743
Soc973	24	3.848
Contig_25768	24	70.310
Soc783	24	57.439
Contig_63602	24	23.297
Contig_38885	24	46.182
Contig_32500	24	70.310
Contig_20418	24	11.910
Soc1092	24	51.332
Soc541	24	10.263
Contig_7214	24	4.473
Contig_17708	24	70.310
Contig_6351	24	31.532
Contig_5090	24	26.482
Contig_10089	24	7.073
Contig_27636	24	8.339
Contig_7751	24	70.310
Contig_3194	24	48.518
Contig_1141	24	70.310
Contig_31777	24	70.310
Contig_43716	24	31.532
Contig_12315	24	70.310
Contig_1310	24	74.092
Contig_2536	24	55.792
Contig_18866	24	34.131
Dla85	24	49.401
Soc660	24	3.848
Contig_32801	24	17.750
Soc566	24	13.557
Contig_5802	24	26.482
Contig_16836	24	43.845
Contig_36169	24	29.656
Contig_33822	24	30.907
Contig_5167	24	46.182
Soc737	24	76.624
Contig_15392	24	24.558
Contig_359	24	54.145
Contig_4244	24	58.064
Contig_9254	24	28.406
Contig_1305	24	28.406
Contig_11709	24	31.532
Contig_2167	24	13.557
Soc719	24	72.201
Contig_14611	24	24.558
Contig_12384	24	28.406
Contig_13328	24	39.239
Soc1058	24	20.743
Contig_65882	24	32.394
Contig_38880	24	74.092
Contig_10013	24	3.848
Contig_58903	24	8.339
Contig_22317	24	63.879
Contig_12800	24	7.368
Contig_25130	24	7.368
Soc1143	24	4.473
